"alpage","nom_alpage_determinant","date_pose","date_retrait","proportion_jour_allume","taille_troupeau","nom1_UP","chemin_carte_vegetation","typologie_vegetation","chemin_carte_phenologie","medcrit","meancrit","spikesp","spikecos","Column1","Heures","en","UTC...."
"Alpage_demo","Alpage demo","20/06/2022 10:30:00","20/07/2022 08:00:00",0.75,1250,"VISO","C:/Users/masso/Documents/These/QGIS/Vegetation_SP/Cartos CBNA reclassifiées/SP_Abriès_Ristolas_carto_PNRQueyras_types_pastoraux.shp","typology_STrouMPH","C:/Users/masso/Documents/These/QGIS/Donnees_sources/PhenOTB_2022_Vincent/ndvis_2022_abries_pheno_metrics.tif",750,500,1500,"-0,95",NA,NA,NA,NA
